Artists,Name,Peak position,Week,Weekly rank,Weeks on chart
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,13,2012-10-19,23,27
Carrie Underwood,Blown Away,24,2012-10-19,24,14
Phillip Phillips,Home,9,2012-10-19,25,15
Nicki Minaj,Pound The Alarm,15,2012-10-19,26,11
Miguel,Adorn,27,2012-10-19,27,10
Train,50 Ways To Say Goodbye,26,2012-10-19,28,13
Maroon 5 Featuring Wiz Khalifa,Payphone,2,2012-10-19,29,25
Demi Lovato,Give Your Heart A Break,16,2012-10-19,30,27
Hunter Hayes,Wanted,16,2012-10-19,31,24
Mumford & Sons,I Will Wait,23,2012-10-19,32,9
David Guetta Featuring Sia,Titanium,7,2012-10-19,33,26
Bruno Mars,Locked Out Of Heaven,,2012-10-19,34,
Jason Mraz,I Won't Give Up,8,2012-10-19,35,40
Enrique Iglesias Featuring Sammy Adams,Finally Found You,24,2012-10-19,36,4
2 Chainz Featuring Drake,No Lie,24,2012-10-19,37,22
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,38,2012-10-19,38,13
Jason Aldean,Take A Little Ride,12,2012-10-19,39,12
The Lumineers,Ho Hey,32,2012-10-19,40,18
Imagine Dragons,It's Time,33,2012-10-19,41,18
Rihanna,Where Have You Been,5,2012-10-19,42,25
Florida Georgia Line Featuring Nelly,Cruise,43,2012-10-19,43,8
One Direction,What Makes You Beautiful,4,2012-10-19,44,34
Ed Sheeran,The A Team,45,2012-10-19,45,13
Dustin Lynch,Cowboys And Angels,40,2012-10-19,46,21
Luke Bryan,Kiss Tomorrow Goodbye,47,2012-10-19,47,7
Alicia Keys Featuring Nicki Minaj,Girl On Fire,37,2012-10-19,48,5
fun. Featuring Janelle Monae,We Are Young,1,2012-10-19,49,42
Trey Songz Featuring T.I.,2 Reasons,43,2012-10-19,50,14
Lee Brice,Hard To Love,43,2012-10-19,51,17
Taylor Swift,Begin Again,7,2012-10-19,52,2
Frank Ocean,Thinkin Bout You,39,2012-10-19,53,13
Cher Lloyd,Want U Back,12,2012-10-19,54,17
Future,Turn On The Lights,51,2012-10-19,55,9
2 Chainz Featuring Kanye West,Birthday Song,56,2012-10-19,56,9
David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,44,2012-10-19,57,9
Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,58,2012-10-19,58,4
OneRepublic,Feel Again,59,2012-10-19,59,6
Jake Owen,The One That Got Away,60,2012-10-19,60,9
Little Big Town,Pontoon,22,2012-10-19,61,18
Christina Aguilera,Your Body,34,2012-10-19,62,3
Easton Corbin,Lovin' You Is Fun,59,2012-10-19,63,14
Muse,Madness,64,2012-10-19,64,7
Rascal Flatts,Come Wake Me Up,59,2012-10-19,65,11
Mumford & Sons,Babel,60,2012-10-19,66,2
Tim McGraw,Truck Yeah,57,2012-10-19,67,14
Miranda Lambert,Fastest Girl In Town,64,2012-10-19,68,11
Flo Rida,I Cry,69,2012-10-19,69,2
Karmin,Hello,62,2012-10-19,70,6
Kendrick Lamar,Swimming Pools,71,2012-10-19,71,8
Brandy Featuring Chris Brown,Put It Down,70,2012-10-19,72,8
Brad Paisley,Southern Comfort Zone,,2012-10-19,73,
Kid Cudi Featuring King Chip,Just What I Am,,2012-10-19,74,
matchbox twenty,She's So Mean,40,2012-10-19,75,15
Eric Church,Creepin',73,2012-10-19,76,7
Kip Moore,Beer Money,77,2012-10-19,77,3
Gary Allan,Every Storm,,2012-10-19,78,
Usher Featuring Rick Ross,Lemme See,46,2012-10-19,79,20
Usher,Numb,80,2012-10-19,80,3
Mumford & Sons,Whispers In The Dark,81,2012-10-19,81,2
Lil Wayne Featuring Detail,No Worries,58,2012-10-19,82,5
Beyonce,Dance For You,78,2012-10-19,83,5
Mumford & Sons,Holland Road,84,2012-10-19,84,2
Meek Mill Featuring Drake,Amen,57,2012-10-19,85,16
Trey Songz,Dive In,77,2012-10-19,86,6
Justin Moore,Til My Last Day,83,2012-10-19,87,4
Mumford & Sons,Ghosts That We Knew,88,2012-10-19,88,2
Greg Bates,Did It For The Girl,89,2012-10-19,89,3
Swedish House Mafia Featuring John Martin,Don't You Worry Child,68,2012-10-19,90,3
Glee Cast,The Scientist,,2012-10-19,91,
Jerrod Niemann,Shinin' On Me,92,2012-10-19,92,6
Blake Shelton,Over,43,2012-10-19,93,17
Mumford & Sons,Lover's Eyes,85,2012-10-19,94,2
Passion Pit,Take A Walk,85,2012-10-19,95,6
The Script Featuring will.i.am,Hall Of Fame,87,2012-10-19,96,2
Mumford & Sons,Lover Of The Light,,2012-10-19,97,
Imagine Dragons,Radioactive,91,2012-10-19,98,6
"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",My Moment,,2012-10-19,99,
Randy Houser,How Country Feels,,2012-10-19,100,
Maroon 5,One More Night,1,2012-10-12,1,5
fun.,Some Nights,3,2012-10-12,3,32
Taylor Swift,We Are Never Ever Getting Back Together,1,2012-10-12,4,8
P!nk,Blow Me,5,2012-10-12,5,13
Justin Bieber Featuring Big Sean,As Long As You Love Me,6,2012-10-12,6,15
Taylor Swift,Begin Again,,2012-10-12,7,
Flo Rida,Whistle,1,2012-10-12,8,20
Alex Clare,Too Close,8,2012-10-12,9,27
Owl City & Carly Rae Jepsen,Good Time,8,2012-10-12,10,14
Neon Trees,Everybody Talks,6,2012-10-12,11,29
Ellie Goulding,Lights,2,2012-10-12,12,41
Ke$ha,Die Young,,2012-10-12,13,
Chris Brown,Don't Wake Me Up,14,2012-10-12,14,14
Carly Rae Jepsen,Call Me Maybe,1,2012-10-12,15,32
Rihanna,Diamonds,,2012-10-12,16,
Katy Perry,Wide Awake,2,2012-10-12,17,19
Nicki Minaj,Pound The Alarm,15,2012-10-12,18,10
Gotye Featuring Kimbra,Somebody That I Used To Know,1,2012-10-12,19,39
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,13,2012-10-12,20,26
Maroon 5 Featuring Wiz Khalifa,Payphone,2,2012-10-12,21,24
"Kanye West, Jay",Clique,12,2012-10-12,22,4
Hunter Hayes,Wanted,16,2012-10-12,23,23
Enrique Iglesias Featuring Sammy Adams,Finally Found You,24,2012-10-12,24,3
Ne,Let Me Love You,25,2012-10-12,25,9
Demi Lovato,Give Your Heart A Break,16,2012-10-12,26,26
Phillip Phillips,Home,9,2012-10-12,27,14
David Guetta Featuring Sia,Titanium,7,2012-10-12,28,25
Carrie Underwood,Blown Away,24,2012-10-12,29,13
Train,50 Ways To Say Goodbye,26,2012-10-12,30,12
Miguel,Adorn,31,2012-10-12,31,9
Jason Mraz,I Won't Give Up,8,2012-10-12,32,39
2 Chainz Featuring Drake,No Lie,24,2012-10-12,33,21
Rihanna,Where Have You Been,5,2012-10-12,34,24
Jason Aldean,Take A Little Ride,12,2012-10-12,35,11
The Lumineers,Ho Hey,32,2012-10-12,36,17
One Direction,What Makes You Beautiful,4,2012-10-12,37,33
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,38,2012-10-12,38,12
Cher Lloyd,Want U Back,12,2012-10-12,39,16
Imagine Dragons,It's Time,33,2012-10-12,40,17
Alicia Keys Featuring Nicki Minaj,Girl On Fire,37,2012-10-12,41,4
fun. Featuring Janelle Monae,We Are Young,1,2012-10-12,42,41
Dustin Lynch,Cowboys And Angels,40,2012-10-12,43,20
Lee Brice,Hard To Love,43,2012-10-12,44,16
Florida Georgia Line Featuring Nelly,Cruise,45,2012-10-12,45,7
Little Big Town,Pontoon,22,2012-10-12,46,17
Frank Ocean,Thinkin Bout You,39,2012-10-12,47,12
Ed Sheeran,The A Team,48,2012-10-12,48,12
Trey Songz Featuring T.I.,2 Reasons,43,2012-10-12,49,13
Trey Songz,Heart Attack,35,2012-10-12,50,26
Future,Turn On The Lights,51,2012-10-12,51,8
Luke Bryan,Kiss Tomorrow Goodbye,47,2012-10-12,52,6
Of Monsters And Men,Little Talks,49,2012-10-12,53,26
Jana Kramer,Why Ya Wanna,50,2012-10-12,54,22
David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,44,2012-10-12,55,8
2 Chainz Featuring Kanye West,Birthday Song,56,2012-10-12,56,8
Mumford & Sons,I Will Wait,23,2012-10-12,57,8
Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,58,2012-10-12,58,3
Easton Corbin,Lovin' You Is Fun,59,2012-10-12,59,13
Mumford & Sons,Babel,,2012-10-12,60,
Jake Owen,The One That Got Away,61,2012-10-12,61,8
Karmin,Hello,62,2012-10-12,62,5
Rascal Flatts,Come Wake Me Up,59,2012-10-12,63,10
Christina Aguilera,Your Body,34,2012-10-12,64,2
Tim McGraw,Truck Yeah,57,2012-10-12,65,13
matchbox twenty,She's So Mean,40,2012-10-12,66,14
OneRepublic,Feel Again,61,2012-10-12,67,5
Miranda Lambert,Fastest Girl In Town,64,2012-10-12,68,10
Muse,Madness,69,2012-10-12,69,6
Brandy Featuring Chris Brown,Put It Down,70,2012-10-12,70,7
Usher Featuring Rick Ross,Lemme See,46,2012-10-12,71,19
Kendrick Lamar,Swimming Pools,72,2012-10-12,72,7
Eric Church,Creepin',73,2012-10-12,73,6
Kenny Chesney,Come Over,23,2012-10-12,74,20
Love And Theft,Angel Eyes,32,2012-10-12,75,20
Meek Mill Featuring Drake,Amen,57,2012-10-12,76,15
Trey Songz,Dive In,77,2012-10-12,77,5
Beyonce,Dance For You,78,2012-10-12,78,4
Blake Shelton,Over,43,2012-10-12,79,16
Lil Wayne Featuring Detail,No Worries,58,2012-10-12,80,4
Flo Rida,I Cry,,2012-10-12,81,
Usher,Numb,82,2012-10-12,82,2
Justin Moore,Til My Last Day,83,2012-10-12,83,3
Kelly Clarkson,Dark Side,42,2012-10-12,84,15
Mumford & Sons,Lover's Eyes,,2012-10-12,85,
Mumford & Sons,Whispers In The Dark,,2012-10-12,86,
Passion Pit,Take A Walk,85,2012-10-12,87,5
Kip Moore,Beer Money,88,2012-10-12,88,2
Pitbull Featuring TJR,Don't Stop The Party,,2012-10-12,89,
Keyshia Cole Featuring Lil Wayne,Enough Of No Love,84,2012-10-12,90,9
Swedish House Mafia Featuring John Martin,Don't You Worry Child,68,2012-10-12,91,2
Mumford & Sons,Holland Road,,2012-10-12,92,
Chief Keef Featuring Lil Reese,I Don't Like,73,2012-10-12,93,3
Mumford & Sons,Ghosts That We Knew,,2012-10-12,94,
Imagine Dragons,Radioactive,91,2012-10-12,95,5
Greg Bates,Did It For The Girl,96,2012-10-12,96,2
Jerrod Niemann,Shinin' On Me,94,2012-10-12,97,5
John Legend Featuring Ludacris,Tonight,79,2012-10-12,98,12
Keith Urban,For You,55,2012-10-12,99,18
"Kanye West, R. Kelly",To The World,70,2012-10-12,100,2
Maroon 5,One More Night,1,2012-10-05,1,4
fun.,Some Nights,3,2012-10-05,3,31
Taylor Swift,We Are Never Ever Getting Back Together,1,2012-10-05,4,7
P!nk,Blow Me,5,2012-10-05,5,12
Flo Rida,Whistle,1,2012-10-05,6,19
Justin Bieber Featuring Big Sean,As Long As You Love Me,6,2012-10-05,7,14
Owl City & Carly Rae Jepsen,Good Time,8,2012-10-05,8,13
Alex Clare,Too Close,8,2012-10-05,9,26
Ellie Goulding,Lights,2,2012-10-05,10,40
Neon Trees,Everybody Talks,6,2012-10-05,11,28
Carly Rae Jepsen,Call Me Maybe,1,2012-10-05,12,31
Katy Perry,Wide Awake,2,2012-10-05,13,18
Chris Brown,Don't Wake Me Up,14,2012-10-05,14,13
Nicki Minaj,Pound The Alarm,15,2012-10-05,15,9
Hunter Hayes,Wanted,16,2012-10-05,16,22
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,13,2012-10-05,17,25
"Kanye West, Jay",Clique,12,2012-10-05,18,3
Gotye Featuring Kimbra,Somebody That I Used To Know,1,2012-10-05,19,38
Maroon 5 Featuring Wiz Khalifa,Payphone,2,2012-10-05,20,23
Demi Lovato,Give Your Heart A Break,16,2012-10-05,21,25
Phillip Phillips,Home,9,2012-10-05,22,13
David Guetta Featuring Sia,Titanium,7,2012-10-05,23,24
Carrie Underwood,Blown Away,24,2012-10-05,24,12
Jason Mraz,I Won't Give Up,8,2012-10-05,25,38
Train,50 Ways To Say Goodbye,26,2012-10-05,26,11
Rihanna,Where Have You Been,5,2012-10-05,27,23
Ne,Let Me Love You,28,2012-10-05,28,8
2 Chainz Featuring Drake,No Lie,24,2012-10-05,29,20
Cher Lloyd,Want U Back,12,2012-10-05,30,15
Miguel,Adorn,31,2012-10-05,31,8
The Lumineers,Ho Hey,32,2012-10-05,32,16
Jason Aldean,Take A Little Ride,12,2012-10-05,33,10
Christina Aguilera,Your Body,,2012-10-05,34,
Little Big Town,Pontoon,22,2012-10-05,35,16
One Direction,What Makes You Beautiful,4,2012-10-05,36,32
Imagine Dragons,It's Time,33,2012-10-05,37,16
fun. Featuring Janelle Monae,We Are Young,1,2012-10-05,38,40
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,39,2012-10-05,39,11
Dustin Lynch,Cowboys And Angels,40,2012-10-05,40,19
Frank Ocean,Thinkin Bout You,39,2012-10-05,41,11
Trey Songz,Heart Attack,35,2012-10-05,42,25
Lee Brice,Hard To Love,43,2012-10-05,43,15
David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,44,2012-10-05,44,7
Mumford & Sons,I Will Wait,23,2012-10-05,45,7
Trey Songz Featuring T.I.,2 Reasons,43,2012-10-05,46,12
Luke Bryan,Kiss Tomorrow Goodbye,47,2012-10-05,47,5
Florida Georgia Line Featuring Nelly,Cruise,48,2012-10-05,48,6
The Wanted,Glad You Came,3,2012-10-05,49,37
Jana Kramer,Why Ya Wanna,50,2012-10-05,50,21
Calvin Harris Featuring Ne,Let's Go,17,2012-10-05,51,20
Ed Sheeran,The A Team,52,2012-10-05,52,11
Of Monsters And Men,Little Talks,49,2012-10-05,53,25
Future,Turn On The Lights,54,2012-10-05,54,7
Alicia Keys Featuring Nicki Minaj,Girl On Fire,37,2012-10-05,55,3
P!nk,Try,,2012-10-05,56,
2 Chainz Featuring Kanye West,Birthday Song,57,2012-10-05,57,7
matchbox twenty,She's So Mean,40,2012-10-05,58,13
Rascal Flatts,Come Wake Me Up,59,2012-10-05,59,9
Easton Corbin,Lovin' You Is Fun,60,2012-10-05,60,12
Tim McGraw,Truck Yeah,57,2012-10-05,61,12
Karmin,Hello,62,2012-10-05,62,4
Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,63,2012-10-05,63,2
Miranda Lambert,Fastest Girl In Town,64,2012-10-05,64,9
Jake Owen,The One That Got Away,65,2012-10-05,65,7
Linkin Park,Burn It Down,30,2012-10-05,66,23
OneRepublic,Feel Again,61,2012-10-05,67,4
Swedish House Mafia Featuring John Martin,Don't You Worry Child,,2012-10-05,68,
Usher Featuring Rick Ross,Lemme See,46,2012-10-05,69,18
"Kanye West, R. Kelly",To The World,,2012-10-05,70,
Kenny Chesney,Come Over,23,2012-10-05,71,19
Meek Mill Featuring Drake,Amen,57,2012-10-05,72,14
Chief Keef Featuring Lil Reese,I Don't Like,73,2012-10-05,73,2
Kelly Clarkson,Dark Side,42,2012-10-05,74,14
Blake Shelton,Over,43,2012-10-05,75,15
Brandy Featuring Chris Brown,Put It Down,76,2012-10-05,76,6
Love And Theft,Angel Eyes,32,2012-10-05,77,19
Eric Church,Creepin',78,2012-10-05,78,5
Muse,Madness,79,2012-10-05,79,5
Lil Wayne Featuring Detail,No Worries,58,2012-10-05,80,3
Kendrick Lamar,Swimming Pools,81,2012-10-05,81,6
"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,,2012-10-05,82,
Enrique Iglesias Featuring Sammy Adams,Finally Found You,83,2012-10-05,83,2
Beyonce,Dance For You,84,2012-10-05,84,3
Keith Urban,For You,55,2012-10-05,85,17
Trey Songz,Dive In,86,2012-10-05,86,4
Carly Rae Jepsen Featuring Justin Bieber,Beautiful,,2012-10-05,87,
Keyshia Cole Featuring Lil Wayne,Enough Of No Love,84,2012-10-05,88,8
Passion Pit,Take A Walk,85,2012-10-05,89,4
1,5,33,2012-10-05,90,20
John Legend Featuring Ludacris,Tonight,79,2012-10-05,91,11
Justin Moore,Til My Last Day,92,2012-10-05,92,2
Imagine Dragons,Radioactive,91,2012-10-05,93,4
Jerrod Niemann,Shinin' On Me,94,2012-10-05,94,4
"Wale Featuring Rick Ross, Meek Mill & T",Bag Of Money,64,2012-10-05,95,13
Olly Murs Featuring Chiddy Bang,Heart Skips A Beat,96,2012-10-05,96,2
Usher,Numb,,2012-10-05,97,
J. Cole Featuring Missy Elliott,Nobody's Perfect,61,2012-10-05,98,19
Kip Moore,Beer Money,,2012-10-05,99,
Greg Bates,Did It For The Girl,,2012-10-05,100,
Maroon 5,One More Night,1,2012-09-28,1,3
fun.,Some Nights,3,2012-09-28,3,30
Flo Rida,Whistle,1,2012-09-28,4,18
P!nk,Blow Me,5,2012-09-28,5,11
Justin Bieber Featuring Big Sean,As Long As You Love Me,6,2012-09-28,6,13
Ellie Goulding,Lights,2,2012-09-28,7,39
Alex Clare,Too Close,8,2012-09-28,8,25
Owl City & Carly Rae Jepsen,Good Time,8,2012-09-28,9,12
Neon Trees,Everybody Talks,6,2012-09-28,10,27
PSY,Gangnam Style,11,2012-09-28,11,2
"Kanye West, Jay",Clique,12,2012-09-28,12,2
Carly Rae Jepsen,Call Me Maybe,1,2012-09-28,13,30
Katy Perry,Wide Awake,2,2012-09-28,14,17
Maroon 5 Featuring Wiz Khalifa,Payphone,2,2012-09-28,15,22
Gotye Featuring Kimbra,Somebody That I Used To Know,1,2012-09-28,16,37
Nicki Minaj,Pound The Alarm,17,2012-09-28,17,8
Demi Lovato,Give Your Heart A Break,16,2012-09-28,18,24
David Guetta Featuring Sia,Titanium,7,2012-09-28,19,23
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,13,2012-09-28,20,24
Chris Brown,Don't Wake Me Up,21,2012-09-28,21,12
Hunter Hayes,Wanted,22,2012-09-28,22,21
Phillip Phillips,Home,9,2012-09-28,23,12
Rihanna,Where Have You Been,5,2012-09-28,24,22
2 Chainz Featuring Drake,No Lie,24,2012-09-28,25,19
Jason Mraz,I Won't Give Up,8,2012-09-28,26,37
Cher Lloyd,Want U Back,12,2012-09-28,27,14
Carrie Underwood,Blown Away,28,2012-09-28,28,11
Little Big Town,Pontoon,22,2012-09-28,29,15
Train,50 Ways To Say Goodbye,30,2012-09-28,30,10
One Direction,What Makes You Beautiful,4,2012-09-28,31,31
Jason Aldean,Take A Little Ride,12,2012-09-28,32,9
Imagine Dragons,It's Time,33,2012-09-28,33,15
fun. Featuring Janelle Monae,We Are Young,1,2012-09-28,34,39
Miguel,Adorn,35,2012-09-28,35,7
Taylor Swift,Ronan,16,2012-09-28,36,2
Ne,Let Me Love You,37,2012-09-28,37,7
The Lumineers,Ho Hey,35,2012-09-28,38,15
Calvin Harris Featuring Ne,Let's Go,17,2012-09-28,39,19
Alicia Keys Featuring Nicki Minaj,Girl On Fire,37,2012-09-28,40,2
Frank Ocean,Thinkin Bout You,39,2012-09-28,41,10
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,42,2012-09-28,42,10
Dustin Lynch,Cowboys And Angels,43,2012-09-28,43,18
Trey Songz,Heart Attack,35,2012-09-28,44,24
Train,Drive By,10,2012-09-28,45,36
The Wanted,Glad You Came,3,2012-09-28,46,36
Josh Turner,Time Is Love,44,2012-09-28,47,25
Nicki Minaj,Starships,5,2012-09-28,48,31
Lee Brice,Hard To Love,49,2012-09-28,49,14
Usher,Scream,9,2012-09-28,50,21
Trey Songz Featuring T.I.,2 Reasons,43,2012-09-28,51,11
matchbox twenty,She's So Mean,40,2012-09-28,52,12
Of Monsters And Men,Little Talks,49,2012-09-28,53,24
Jana Kramer,Why Ya Wanna,52,2012-09-28,54,20
David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,55,2012-09-28,55,6
Future,Turn On The Lights,56,2012-09-28,56,6
Luke Bryan,Kiss Tomorrow Goodbye,57,2012-09-28,57,4
Lil Wayne Featuring Detail,No Worries,58,2012-09-28,58,2
Florida Georgia Line Featuring Nelly,Cruise,59,2012-09-28,59,5
Easton Corbin,Lovin' You Is Fun,60,2012-09-28,60,11
Ed Sheeran,The A Team,61,2012-09-28,61,10
Tim McGraw,Truck Yeah,57,2012-09-28,62,11
Kelly Clarkson,Dark Side,42,2012-09-28,63,13
Karmin,Hello,64,2012-09-28,64,3
2 Chainz Featuring Kanye West,Birthday Song,65,2012-09-28,65,6
Linkin Park,Burn It Down,30,2012-09-28,66,22
Love And Theft,Angel Eyes,32,2012-09-28,67,18
Usher Featuring Rick Ross,Lemme See,46,2012-09-28,68,17
Meek Mill Featuring Drake,Amen,57,2012-09-28,69,13
Rascal Flatts,Come Wake Me Up,67,2012-09-28,70,8
Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,,2012-09-28,71,
Kenny Chesney,Come Over,23,2012-09-28,72,18
Mumford & Sons,I Will Wait,23,2012-09-28,73,6
Keith Urban,For You,55,2012-09-28,74,16
Blake Shelton,Over,43,2012-09-28,75,14
Miranda Lambert,Fastest Girl In Town,70,2012-09-28,76,8
Jake Owen,The One That Got Away,77,2012-09-28,77,6
OneRepublic,Feel Again,61,2012-09-28,78,3
Lifehouse Featuring Natasha Bedingfield,Between The Raindrops,,2012-09-28,79,
Eric Church,Creepin',80,2012-09-28,80,4
Brandy Featuring Chris Brown,Put It Down,81,2012-09-28,81,5
Muse,Madness,82,2012-09-28,82,4
"Wale Featuring Rick Ross, Meek Mill & T",Bag Of Money,64,2012-09-28,83,12
Keyshia Cole Featuring Lil Wayne,Enough Of No Love,84,2012-09-28,84,7
Passion Pit,Take A Walk,85,2012-09-28,85,3
Carly Rae Jepsen,This Kiss,,2012-09-28,86,
Trey Songz,Dive In,87,2012-09-28,87,3
John Legend Featuring Ludacris,Tonight,79,2012-09-28,88,10
Big & Rich,That's Why I Pray,82,2012-09-28,89,10
Beyonce,Dance For You,90,2012-09-28,90,2
Imagine Dragons,Radioactive,91,2012-09-28,91,3
Kendrick Lamar,Swimming Pools,92,2012-09-28,92,5
1,5,33,2012-09-28,93,19
Enrique Iglesias Featuring Sammy Adams,Finally Found You,,2012-09-28,94,
Glee Cast,It's Time,,2012-09-28,95,
Olly Murs Featuring Chiddy Bang,Heart Skips A Beat,,2012-09-28,96,
Jerrod Niemann,Shinin' On Me,94,2012-09-28,97,3
Justin Moore,Til My Last Day,,2012-09-28,98,
J. Cole Featuring Missy Elliott,Nobody's Perfect,61,2012-09-28,99,18
Green Day,Oh Love,97,2012-09-28,100,4
Taylor Swift,We Are Never Ever Getting Back Together,1,2012-09-21,1,5
Flo Rida,Whistle,1,2012-09-21,3,17
fun.,Some Nights,4,2012-09-21,4,29
Ellie Goulding,Lights,2,2012-09-21,5,38
P!nk,Blow Me,6,2012-09-21,6,10
Justin Bieber Featuring Big Sean,As Long As You Love Me,7,2012-09-21,7,12
Neon Trees,Everybody Talks,6,2012-09-21,8,26
Owl City & Carly Rae Jepsen,Good Time,8,2012-09-21,9,11
Alex Clare,Too Close,10,2012-09-21,10,24
Katy Perry,Wide Awake,2,2012-09-21,11,16
Carly Rae Jepsen,Call Me Maybe,1,2012-09-21,12,29
Maroon 5 Featuring Wiz Khalifa,Payphone,2,2012-09-21,13,21
David Guetta Featuring Sia,Titanium,7,2012-09-21,14,22
Gotye Featuring Kimbra,Somebody That I Used To Know,1,2012-09-21,15,36
Taylor Swift,Ronan,,2012-09-21,16,
Demi Lovato,Give Your Heart A Break,16,2012-09-21,17,23
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,13,2012-09-21,18,23
Nicki Minaj,Pound The Alarm,19,2012-09-21,19,7
Rihanna,Where Have You Been,5,2012-09-21,20,21
Cher Lloyd,Want U Back,12,2012-09-21,21,13
Phillip Phillips,Home,9,2012-09-21,22,11
Hunter Hayes,Wanted,23,2012-09-21,23,20
Chris Brown,Don't Wake Me Up,24,2012-09-21,24,11
Jason Mraz,I Won't Give Up,8,2012-09-21,25,36
2 Chainz Featuring Drake,No Lie,24,2012-09-21,26,18
Little Big Town,Pontoon,22,2012-09-21,27,14
Carrie Underwood,Blown Away,28,2012-09-21,28,10
One Direction,What Makes You Beautiful,4,2012-09-21,29,30
Calvin Harris Featuring Ne,Let's Go,17,2012-09-21,30,18
Train,50 Ways To Say Goodbye,31,2012-09-21,31,9
fun. Featuring Janelle Monae,We Are Young,1,2012-09-21,32,38
Jason Aldean,Take A Little Ride,12,2012-09-21,33,8
Nicki Minaj,Starships,5,2012-09-21,34,30
The Lumineers,Ho Hey,35,2012-09-21,35,14
Usher,Scream,9,2012-09-21,36,20
Alicia Keys Featuring Nicki Minaj,Girl On Fire,,2012-09-21,37,
Trey Songz,Heart Attack,35,2012-09-21,38,23
Frank Ocean,Thinkin Bout You,39,2012-09-21,39,9
Train,Drive By,10,2012-09-21,40,35
Miguel,Adorn,41,2012-09-21,41,6
Wiz Khalifa,"Work Hard, Play Hard",17,2012-09-21,42,20
matchbox twenty,She's So Mean,40,2012-09-21,43,11
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,42,2012-09-21,44,9
The Wanted,Glad You Came,3,2012-09-21,45,35
Flo Rida Featuring Sia,Wild Ones,5,2012-09-21,46,36
Josh Turner,Time Is Love,44,2012-09-21,47,24
Dustin Lynch,Cowboys And Angels,45,2012-09-21,48,17
Imagine Dragons,It's Time,49,2012-09-21,49,14
Ne,Let Me Love You,50,2012-09-21,50,6
Trey Songz Featuring T.I.,2 Reasons,43,2012-09-21,51,10
Of Monsters And Men,Little Talks,49,2012-09-21,52,23
Lee Brice,Hard To Love,53,2012-09-21,53,13
Jana Kramer,Why Ya Wanna,52,2012-09-21,54,19
"Kanye West, Jay",Clique,,2012-09-21,55,
Kelly Clarkson,Dark Side,42,2012-09-21,56,12
Kenny Chesney,Come Over,23,2012-09-21,57,17
Usher Featuring Rick Ross,Lemme See,46,2012-09-21,58,16
Keith Urban,For You,55,2012-09-21,59,15
Love And Theft,Angel Eyes,32,2012-09-21,60,17
David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,61,2012-09-21,61,5
Blake Shelton,Over,43,2012-09-21,62,13
Tim McGraw,Truck Yeah,57,2012-09-21,63,10
PSY,Gangnam Style,,2012-09-21,64,
Meek Mill Featuring Drake,Amen,57,2012-09-21,65,12
Future,Turn On The Lights,66,2012-09-21,66,5
Linkin Park,Burn It Down,30,2012-09-21,67,21
Luke Bryan,Kiss Tomorrow Goodbye,68,2012-09-21,68,3
Ed Sheeran,The A Team,69,2012-09-21,69,9
2 Chainz Featuring Kanye West,Birthday Song,70,2012-09-21,70,5
